unit,schedule,treatment,treatment_5,treatment_25,npv_5_percent,stock_0,stock_5,stock_25,harvest_value_5,harvest_value_25,stock_1_0,stock_1_5,stock_1_25,stock_2_0,stock_2_5,stock_2_25,stock_30_0,stock_30_5,stock_30_25
43124560,12,above_5 + above_25,above,above,4008.2676386661606,38.910097156808376,39.70976818267118,48.46164405390151,1179.9768222101404,5157.816729768341,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,48.46164405390151
43124560,13,above_5 + even_25,above,even,4009.379276781109,38.910097156808376,39.70976818267118,46.48446402184686,1179.9768222101404,5181.698735941493,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,46.48446402184686
43124560,14,above_5 + clearcut_25,above,clearcut,7813.076706702505,38.910097156808376,39.70976818267118,0.027900000000000008,1179.9768222101404,8458.81823158381,0.0,0.0,0.027900000000000008,0.0,0.0,0.0,38.910097156808376,39.70976818267118,0.0
43124560,15,even_5,even,donothing,3727.0228092435646,38.910097156808376,37.43436621145571,114.33867099758025,1217.8971465332618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,37.43436621145571,114.33867099758025
43124560,16,even_5 + below_25,even,below,3935.5932130624687,38.910097156808376,37.43436621145571,50.85554719134068,1217.8971465332618,4480.8464234577,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,37.43436621145571,50.85554719134068
43124560,17,even_5 + above_25,even,above,3949.2532615951086,38.910097156808376,37.43436621145571,49.049034180625476,1217.8971465332618,4774.313657979094,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,37.43436621145571,49.049034180625476
43124560,18,even_5 + even_25,even,even,3944.483858095855,38.910097156808376,37.43436621145571,49.21904869943629,1217.8971465332618,4671.849625593133,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,37.43436621145571,49.21904869943629
43124560,19,even_5 + clearcut_25,even,clearcut,7760.003412374834,38.910097156808376,37.43436621145571,0.027900000000000008,1217.8971465332618,8202.951098905356,0.0,0.0,0.027900000000000008,0.0,0.0,0.0,38.910097156808376,37.43436621145571,0.0
43124561,0,donothing,donothing,donothing,520.2060408712065,0.016200000000000003,0.6063040470684746,30.4357309042537,0.0,0.0,0.016200000000000003,0.6063040470684746,30.4357309042537,0.0,0.0,0.0,0.0,0.0,0.0
43124561,1,below_25,donothing,below,537.5317473987989,0.016200000000000003,0.6063040470684746,20.54409256032676,0.0,372.2188225489961,0.016200000000000003,0.6063040470684746,20.54409256032676,0.0,0.0,0.0,0.0,0.0,0.0
43124561,2,above_25,donothing,above,537.6641050009544,0.016200000000000003,0.6063040470684746,20.468526606897694,0.0,375.0623424222664,0.016200000000000003,0.6063040470684746,20.468526606897694,0.0,0.0,0.0,0.0,0.0,0.0
43124561,3,first_25,donothing,first,540.5409844785104,0.016200000000000003,0.6063040470684746,18.826050941866068,0.0,436.86811582873156,0.016200000000000003,0.6063040470684746,18.826050941866068,0.0,0.0,0.0,0.0,0.0,0.0
43124561,4,even_25,donothing,even,538.5392560526465,0.016200000000000003,0.6063040470684746,19.968883046280858,0.0,393.86375138614864,0.016200000000000003,0.6063040470684746,19.968883046280858,0.0,0.0,0.0,0.0,0.0,0.0
43124562,0,donothing,donothing,donothing,4408.575060435841,52.12804907945051,85.90579847270322,227.57048019997038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,85.90579847270322,227.57048019997038
43124562,1,below_25,donothing,below,4856.790481865558,52.12804907945051,85.90579847270322,68.32946536633139,0.0,9629.287910837933,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,85.90579847270322,68.32946536633139
